play_session_id,user_id,start_datetime,end_datetime,channel_code,status_code,total_score
242,236,2024-03-19T13:15:05.907-06:00,2024-03-19T17:23:05.907-06:00,MOBILE,TIMEOUT,2205
243,423,2024-03-28T20:52:26.480-06:00,2024-03-28T21:48:26.480-06:00,BROWSER,ABORTED,3432
244,449,2024-06-23T02:12:19.747-06:00,2024-06-23T07:33:19.747-06:00,MOBILE,TIMEOUT,1924
245,200,2024-11-13T20:12:43.481-06:00,2024-11-14T01:43:43.481-06:00,MOBILE,TIMEOUT,3625
246,45,2024-02-06T08:50:53.027-06:00,2024-02-06T09:19:53.027-06:00,MOBILE,COMPLETED,4790
247,263,2024-01-30T07:44:17.702-06:00,2024-01-30T08:07:17.702-06:00,BROWSER,COMPLETED,2622
248,450,2024-09-30T08:46:06.682-06:00,2024-09-30T10:46:06.682-06:00,MOBILE,COMPLETED,2397
249,125,2024-05-18T16:24:39.661-06:00,2024-05-18T20:24:39.661-06:00,MOBILE,TIMEOUT,859
250,389,2024-08-23T03:39:39.668-06:00,2024-08-23T11:25:39.668-06:00,MOBILE,ABORTED,4640
251,230,2024-01-20T14:51:43.423-06:00,2024-01-20T19:12:43.423-06:00,BROWSER,TIMEOUT,4827
252,270,2024-08-31T14:50:48.481-06:00,2024-09-01T00:33:48.481-06:00,BROWSER,TIMEOUT,2760
253,309,2024-12-27T18:58:07.723-06:00,2024-12-27T19:50:07.723-06:00,BROWSER,COMPLETED,3695
254,344,2024-10-22T13:29:47.754-06:00,2024-10-22T19:26:47.754-06:00,MOBILE,TIMEOUT,1127
255,38,2024-09-15T20:03:24.348-06:00,2024-09-15T23:29:24.348-06:00,BROWSER,TIMEOUT,3607
256,126,2024-12-07T09:11:19.525-06:00,2024-12-07T09:29:19.525-06:00,BROWSER,ABORTED,2560
257,240,2024-11-08T21:38:26.451-06:00,2024-11-09T04:08:26.451-06:00,BROWSER,COMPLETED,4998
258,206,2024-11-01T07:49:53.090-06:00,2024-11-01T15:17:53.090-06:00,BROWSER,TIMEOUT,1432
259,299,2024-12-07T11:35:50.503-06:00,2024-12-07T17:08:50.503-06:00,BROWSER,COMPLETED,155
260,101,2024-05-28T11:00:36.922-06:00,2024-05-28T13:10:36.922-06:00,MOBILE,TIMEOUT,1122
261,57,2024-11-22T16:36:00.273-06:00,2024-11-22T23:06:00.273-06:00,MOBILE,COMPLETED,670
262,80,2024-10-13T23:23:25.524-06:00,2024-10-14T03:26:25.524-06:00,BROWSER,TIMEOUT,2328
263,271,2024-08-07T02:19:41.541-06:00,2024-08-07T08:43:41.541-06:00,MOBILE,TIMEOUT,2043
264,164,2024-12-01T04:50:23.465-06:00,2024-12-01T14:09:23.465-06:00,MOBILE,ABORTED,3799
265,497,2024-09-08T04:20:07.217-06:00,2024-09-08T06:50:07.217-06:00,MOBILE,COMPLETED,3388
266,76,2024-11-14T11:39:43.343-06:00,2024-11-14T15:58:43.343-06:00,BROWSER,TIMEOUT,4169
267,274,2024-12-05T21:09:27.015-06:00,2024-12-06T04:15:27.015-06:00,BROWSER,ABORTED,2646
268,212,2024-02-11T10:59:20.475-06:00,2024-02-11T11:34:20.475-06:00,MOBILE,COMPLETED,2417
269,449,2024-12-12T19:11:58.597-06:00,2024-12-13T00:19:58.597-06:00,MOBILE,ABORTED,1244
270,310,2024-02-23T22:38:24.028-06:00,2024-02-24T04:11:24.028-06:00,BROWSER,TIMEOUT,2969
271,284,2024-01-18T05:48:15.918-06:00,2024-01-18T10:53:15.918-06:00,MOBILE,ABORTED,1171
272,265,2024-09-15T09:08:44.912-06:00,2024-09-15T16:00:44.912-06:00,MOBILE,TIMEOUT,4450
273,412,2024-11-10T05:23:59.420-06:00,2024-11-10T13:58:59.420-06:00,MOBILE,ABORTED,4940
274,446,2024-10-05T14:29:19.970-06:00,2024-10-05T16:49:19.970-06:00,MOBILE,TIMEOUT,1449
276,448,2024-06-07T15:50:29.566-06:00,2024-06-07T23:36:29.566-06:00,BROWSER,ABORTED,271
277,370,2024-12-28T15:26:16.464-06:00,2024-12-28T19:41:16.464-06:00,BROWSER,COMPLETED,2992
278,79,2024-12-04T23:03:44.971-06:00,2024-12-05T03:16:44.971-06:00,BROWSER,COMPLETED,4667
279,152,2024-07-02T21:48:35.904-06:00,2024-07-03T04:04:35.904-06:00,MOBILE,ABORTED,1454
280,141,2024-08-13T14:06:41.761-06:00,2024-08-13T21:14:41.761-06:00,MOBILE,COMPLETED,1819
281,421,2024-09-09T07:07:58.959-06:00,2024-09-09T13:05:58.959-06:00,BROWSER,ABORTED,1058
282,131,2024-12-21T06:25:46.870-06:00,2024-12-21T14:43:46.870-06:00,MOBILE,TIMEOUT,3772
283,292,2024-12-24T23:54:35.446-06:00,2024-12-25T00:51:35.446-06:00,MOBILE,TIMEOUT,4561
284,190,2024-11-14T01:45:42.237-06:00,2024-11-14T03:01:42.237-06:00,MOBILE,TIMEOUT,3559
285,179,2024-10-20T08:20:54.949-06:00,2024-10-20T11:01:54.949-06:00,BROWSER,COMPLETED,1516
286,305,2024-11-19T00:34:58.340-06:00,2024-11-19T06:33:58.340-06:00,BROWSER,COMPLETED,4704
287,491,2024-06-10T04:55:38.375-06:00,2024-06-10T10:18:38.375-06:00,BROWSER,TIMEOUT,2468
288,196,2024-10-22T16:32:02.213-06:00,2024-10-22T18:07:02.213-06:00,BROWSER,ABORTED,1106
289,357,2024-09-09T03:55:38.609-06:00,2024-09-09T12:54:38.609-06:00,MOBILE,ABORTED,2659
290,452,2024-11-29T09:18:30.068-06:00,2024-11-29T09:36:30.068-06:00,BROWSER,ABORTED,4107
291,329,2024-11-14T20:32:05.523-06:00,2024-11-15T06:25:05.523-06:00,MOBILE,COMPLETED,2882
292,234,2024-07-23T00:32:21.577-06:00,2024-07-23T06:34:21.577-06:00,BROWSER,ABORTED,2345
293,306,2024-09-26T17:17:12.029-06:00,2024-09-26T17:58:12.029-06:00,MOBILE,TIMEOUT,3510
294,112,2024-07-12T03:32:16.027-06:00,2024-07-12T09:54:16.027-06:00,BROWSER,ABORTED,3723
295,472,2024-09-26T14:39:32.034-06:00,2024-09-26T20:44:32.034-06:00,BROWSER,ABORTED,2192
296,266,2024-11-17T20:54:03.838-06:00,2024-11-18T03:12:03.838-06:00,BROWSER,TIMEOUT,1858
297,46,2024-10-16T15:26:52.028-06:00,2024-10-16T19:41:52.028-06:00,BROWSER,ABORTED,3052
298,5,2024-06-02T15:05:39.781-06:00,2024-06-02T18:02:39.781-06:00,BROWSER,COMPLETED,2585
299,433,2024-09-12T08:26:49.354-06:00,2024-09-12T16:46:49.354-06:00,MOBILE,TIMEOUT,1315
300,355,2024-08-18T00:29:28.235-06:00,2024-08-18T01:21:28.235-06:00,BROWSER,ABORTED,1851
301,420,2024-06-25T08:31:02.309-06:00,2024-06-25T18:22:02.309-06:00,BROWSER,TIMEOUT,1135
302,426,2024-06-23T00:28:13.645-06:00,2024-06-23T02:36:13.645-06:00,MOBILE,COMPLETED,3105
303,55,2024-12-22T06:42:04.676-06:00,2024-12-22T07:33:04.676-06:00,BROWSER,TIMEOUT,1866
304,340,2024-12-25T12:53:50.292-06:00,2024-12-25T14:27:50.292-06:00,MOBILE,ABORTED,1087
305,238,2024-09-18T20:46:21.434-06:00,2024-09-19T01:59:21.434-06:00,MOBILE,TIMEOUT,2718
306,216,2024-04-14T15:43:25.408-06:00,2024-04-14T18:46:25.408-06:00,BROWSER,COMPLETED,304
307,33,2024-07-23T07:25:53.288-06:00,2024-07-23T12:43:53.288-06:00,MOBILE,ABORTED,1552
308,299,2024-12-08T12:58:25.979-06:00,2024-12-08T13:51:25.979-06:00,BROWSER,TIMEOUT,2200
309,182,2024-03-24T05:36:52.239-06:00,2024-03-24T12:16:52.239-06:00,BROWSER,ABORTED,4245
310,147,2024-02-02T22:30:01.988-06:00,2024-02-03T07:07:01.988-06:00,MOBILE,COMPLETED,4877
311,463,2024-01-17T10:55:36.537-06:00,2024-01-17T18:04:36.537-06:00,MOBILE,ABORTED,980
312,89,2024-08-17T14:51:16.010-06:00,2024-08-17T19:40:16.010-06:00,MOBILE,COMPLETED,2705
313,45,2024-12-04T22:52:06.898-06:00,2024-12-05T02:06:06.898-06:00,MOBILE,ABORTED,834
314,363,2024-02-22T06:37:36.408-06:00,2024-02-22T15:16:36.408-06:00,BROWSER,TIMEOUT,2926
315,119,2024-05-14T16:00:38.473-06:00,2024-05-14T23:53:38.473-06:00,MOBILE,COMPLETED,4458
316,33,2024-12-11T11:28:26.973-06:00,2024-12-11T14:08:26.973-06:00,BROWSER,TIMEOUT,2449
317,23,2024-05-17T23:39:49.673-06:00,2024-05-18T02:43:49.673-06:00,MOBILE,TIMEOUT,3340
318,479,2024-02-26T13:29:22.432-06:00,2024-02-26T18:00:22.432-06:00,BROWSER,COMPLETED,996
319,200,2024-12-24T11:11:36.824-06:00,2024-12-24T19:10:36.824-06:00,MOBILE,COMPLETED,2905
320,243,2024-03-17T21:58:21.609-06:00,2024-03-17T22:55:21.609-06:00,BROWSER,ABORTED,242
321,376,2024-10-27T00:44:14.448-06:00,2024-10-27T09:25:14.448-06:00,MOBILE,ABORTED,4872
322,127,2024-09-12T01:45:22.569-06:00,2024-09-12T03:50:22.569-06:00,BROWSER,ABORTED,2372
323,295,2024-08-10T00:58:36.257-06:00,2024-08-10T10:04:36.257-06:00,MOBILE,TIMEOUT,4738
324,434,2024-12-21T06:52:13.024-06:00,2024-12-21T12:05:13.024-06:00,MOBILE,ABORTED,4668
325,474,2024-10-28T02:15:06.713-06:00,2024-10-28T08:01:06.713-06:00,MOBILE,TIMEOUT,2976
326,78,2024-01-24T18:31:59.693-06:00,2024-01-25T01:48:59.693-06:00,MOBILE,TIMEOUT,249
327,233,2024-03-09T03:23:24.455-06:00,2024-03-09T05:43:24.455-06:00,MOBILE,COMPLETED,610
328,206,2024-11-14T02:19:13.832-06:00,2024-11-14T09:51:13.832-06:00,MOBILE,TIMEOUT,1441
329,359,2024-08-16T21:17:48.187-06:00,2024-08-16T21:49:48.187-06:00,BROWSER,TIMEOUT,2387
330,64,2024-09-19T06:47:21.211-06:00,2024-09-19T10:24:21.211-06:00,MOBILE,TIMEOUT,3425
331,71,2024-08-25T06:40:52.364-06:00,2024-08-25T15:42:52.364-06:00,MOBILE,TIMEOUT,2882
332,118,2024-12-28T17:55:15.444-06:00,2024-12-28T22:58:15.444-06:00,MOBILE,TIMEOUT,2860
333,126,2024-12-15T11:02:37.963-06:00,2024-12-15T13:08:37.963-06:00,MOBILE,TIMEOUT,1660
334,264,2024-07-13T17:39:37.425-06:00,2024-07-13T22:26:37.425-06:00,BROWSER,TIMEOUT,2953
335,337,2024-02-14T06:10:03.037-06:00,2024-02-14T11:44:03.037-06:00,BROWSER,ABORTED,579
336,7,2024-03-10T11:42:48.639-06:00,2024-03-10T14:30:48.639-06:00,MOBILE,COMPLETED,3176
337,117,2024-08-02T14:16:38.037-06:00,2024-08-02T17:15:38.037-06:00,MOBILE,TIMEOUT,3275
338,42,2024-04-01T16:01:36.045-06:00,2024-04-02T00:05:36.045-06:00,BROWSER,COMPLETED,1212
339,154,2024-09-02T14:29:57.548-06:00,2024-09-02T21:05:57.548-06:00,BROWSER,TIMEOUT,2583
340,197,2024-01-30T06:07:07.053-06:00,2024-01-30T15:37:07.053-06:00,BROWSER,ABORTED,133
341,405,2024-08-05T10:58:58.419-06:00,2024-08-05T11:35:58.419-06:00,MOBILE,ABORTED,2456
342,498,2024-12-25T03:31:51.029-06:00,2024-12-25T12:28:51.029-06:00,BROWSER,ABORTED,2588
343,116,2024-04-03T17:29:01.986-06:00,2024-04-03T19:14:01.986-06:00,BROWSER,TIMEOUT,3519
344,470,2024-06-18T16:05:16.263-06:00,2024-06-18T19:00:16.263-06:00,MOBILE,ABORTED,2734
345,279,2024-12-11T14:07:14.225-06:00,2024-12-11T17:27:14.225-06:00,MOBILE,TIMEOUT,2565
346,99,2024-12-02T14:26:00.697-06:00,2024-12-02T19:45:00.697-06:00,BROWSER,ABORTED,1889
347,386,2024-02-22T02:21:32.664-06:00,2024-02-22T03:08:32.664-06:00,MOBILE,TIMEOUT,2311
348,60,2024-02-25T07:45:41.185-06:00,2024-02-25T15:16:41.185-06:00,BROWSER,TIMEOUT,4721
349,482,2024-01-21T09:34:46.017-06:00,2024-01-21T13:44:46.017-06:00,MOBILE,TIMEOUT,4213
350,135,2024-06-03T07:16:59.204-06:00,2024-06-03T10:38:59.204-06:00,BROWSER,COMPLETED,1444
351,9,2024-12-04T12:18:56.874-06:00,2024-12-04T20:38:56.874-06:00,BROWSER,COMPLETED,1561
352,417,2024-08-23T06:35:18.625-06:00,2024-08-23T06:54:18.625-06:00,BROWSER,COMPLETED,2556
353,218,2024-08-27T07:02:48.408-06:00,2024-08-27T07:45:48.408-06:00,BROWSER,TIMEOUT,2302
354,354,2024-02-03T00:08:24.604-06:00,2024-02-03T04:45:24.604-06:00,BROWSER,COMPLETED,4060
355,475,2024-05-23T20:07:03.113-06:00,2024-05-23T22:00:03.113-06:00,BROWSER,TIMEOUT,885
356,16,2024-10-10T04:51:58.216-06:00,2024-10-10T13:36:58.216-06:00,MOBILE,COMPLETED,1420
357,475,2024-08-09T15:50:30.338-06:00,2024-08-09T23:59:30.338-06:00,BROWSER,ABORTED,4754
358,449,2024-12-22T14:47:41.356-06:00,2024-12-22T15:32:41.356-06:00,MOBILE,ABORTED,2483
359,393,2024-05-29T00:30:40.944-06:00,2024-05-29T03:05:40.944-06:00,BROWSER,COMPLETED,4260
360,77,2024-02-06T02:32:12.543-06:00,2024-02-06T07:44:12.543-06:00,MOBILE,TIMEOUT,577
361,180,2024-08-11T14:31:20.850-06:00,2024-08-11T18:51:20.850-06:00,BROWSER,TIMEOUT,1131
362,475,2024-11-26T00:31:49.156-06:00,2024-11-26T08:53:49.156-06:00,MOBILE,TIMEOUT,2689
363,237,2024-08-20T05:33:24.172-06:00,2024-08-20T07:39:24.172-06:00,BROWSER,ABORTED,3056
364,360,2024-12-30T06:15:17.723-06:00,2024-12-30T15:46:17.723-06:00,MOBILE,ABORTED,3427
365,273,2024-02-27T09:34:31.650-06:00,2024-02-27T16:51:31.650-06:00,BROWSER,ABORTED,4820
366,105,2024-12-21T07:42:11.282-06:00,2024-12-21T16:42:11.282-06:00,BROWSER,TIMEOUT,3279
367,82,2024-09-12T16:32:41.517-06:00,2024-09-12T18:58:41.517-06:00,BROWSER,COMPLETED,2231
368,402,2024-09-17T02:48:02.407-06:00,2024-09-17T12:47:02.407-06:00,BROWSER,ABORTED,4657
369,342,2024-01-31T09:49:50.345-06:00,2024-01-31T18:14:50.345-06:00,BROWSER,ABORTED,857
370,268,2024-09-16T17:33:51.624-06:00,2024-09-17T02:55:51.624-06:00,MOBILE,COMPLETED,1480
371,464,2024-11-24T21:54:05.123-06:00,2024-11-24T22:19:05.123-06:00,MOBILE,COMPLETED,603
372,480,2024-10-25T00:28:45.364-06:00,2024-10-25T04:32:45.364-06:00,BROWSER,TIMEOUT,2528
373,400,2024-10-10T05:24:40.908-06:00,2024-10-10T15:23:40.908-06:00,MOBILE,ABORTED,3676
374,412,2024-11-12T11:38:13.133-06:00,2024-11-12T13:13:13.133-06:00,BROWSER,TIMEOUT,3215
375,299,2024-12-27T15:43:26.518-06:00,2024-12-27T20:45:26.518-06:00,MOBILE,TIMEOUT,3159
376,453,2024-05-24T06:34:25.075-06:00,2024-05-24T12:50:25.075-06:00,BROWSER,ABORTED,671
377,287,2024-11-23T23:09:44.741-06:00,2024-11-23T23:15:44.741-06:00,BROWSER,COMPLETED,4435
378,390,2024-12-30T10:35:31.838-06:00,2024-12-30T10:53:31.838-06:00,MOBILE,TIMEOUT,3803
380,98,2024-12-19T16:25:43.360-06:00,2024-12-19T23:12:43.360-06:00,MOBILE,COMPLETED,1192
381,158,2024-08-18T22:57:04.622-06:00,2024-08-18T23:56:04.622-06:00,MOBILE,ABORTED,3477
382,480,2024-11-15T01:25:26.776-06:00,2024-11-15T05:36:26.776-06:00,BROWSER,COMPLETED,3705
383,115,2024-01-19T02:19:55.680-06:00,2024-01-19T07:03:55.680-06:00,BROWSER,ABORTED,4161
384,418,2024-12-29T11:03:44.247-06:00,2024-12-29T19:02:44.247-06:00,BROWSER,TIMEOUT,4946
385,244,2024-10-01T15:02:10.165-06:00,2024-10-01T23:10:10.165-06:00,MOBILE,ABORTED,4245
386,276,2024-12-12T12:31:28.103-06:00,2024-12-12T18:41:28.103-06:00,MOBILE,ABORTED,4438
387,446,2024-11-16T04:47:26.642-06:00,2024-11-16T09:56:26.642-06:00,BROWSER,TIMEOUT,2717
388,169,2024-10-26T16:12:11.985-06:00,2024-10-26T23:27:11.985-06:00,MOBILE,COMPLETED,602
389,438,2024-06-29T17:57:35.789-06:00,2024-06-30T00:48:35.789-06:00,BROWSER,ABORTED,4742
390,289,2024-08-26T17:19:54.621-06:00,2024-08-27T01:48:54.621-06:00,BROWSER,COMPLETED,164
391,11,2024-07-06T16:55:21.216-06:00,2024-07-06T22:49:21.216-06:00,BROWSER,COMPLETED,4890
392,418,2024-12-30T10:53:03.601-06:00,2024-12-30T15:30:03.601-06:00,BROWSER,COMPLETED,4507
393,247,2024-08-25T12:07:31.944-06:00,2024-08-25T15:26:31.944-06:00,MOBILE,ABORTED,3486
394,168,2024-07-04T02:32:17.153-06:00,2024-07-04T07:08:17.153-06:00,MOBILE,ABORTED,1825
395,164,2024-12-01T17:35:44.454-06:00,2024-12-01T21:37:44.454-06:00,BROWSER,TIMEOUT,3165
396,298,2024-03-17T10:47:50.058-06:00,2024-03-17T13:12:50.058-06:00,BROWSER,TIMEOUT,4577
397,80,2024-11-06T09:05:26.985-06:00,2024-11-06T09:53:26.985-06:00,MOBILE,TIMEOUT,864
398,117,2024-09-12T13:19:55.905-06:00,2024-09-12T19:48:55.905-06:00,MOBILE,TIMEOUT,1785
399,200,2024-12-26T03:53:10.728-06:00,2024-12-26T07:14:10.728-06:00,MOBILE,ABORTED,3163
400,375,2024-12-07T16:26:38.607-06:00,2024-12-07T22:11:38.607-06:00,BROWSER,TIMEOUT,4043
401,113,2024-03-09T06:12:49.613-06:00,2024-03-09T12:06:49.613-06:00,BROWSER,COMPLETED,850
402,192,2024-01-12T20:14:41.374-06:00,2024-01-13T05:54:41.374-06:00,BROWSER,TIMEOUT,843
403,111,2024-05-31T13:08:16.360-06:00,2024-05-31T14:51:16.360-06:00,BROWSER,ABORTED,3627
404,18,2024-12-14T08:22:58.493-06:00,2024-12-14T12:40:58.493-06:00,MOBILE,ABORTED,1049
405,59,2024-10-23T04:25:57.169-06:00,2024-10-23T08:11:57.169-06:00,MOBILE,COMPLETED,1824
406,53,2024-05-07T00:12:47.443-06:00,2024-05-07T07:30:47.443-06:00,BROWSER,TIMEOUT,1939
407,411,2024-01-31T00:50:22.614-06:00,2024-01-31T01:50:22.614-06:00,MOBILE,ABORTED,1190
408,25,2024-10-31T19:46:35.415-06:00,2024-10-31T23:30:35.415-06:00,MOBILE,TIMEOUT,2001
409,219,2024-06-05T10:13:42.450-06:00,2024-06-05T19:05:42.450-06:00,MOBILE,COMPLETED,436
410,460,2024-12-30T02:52:10.474-06:00,2024-12-30T11:24:10.474-06:00,BROWSER,COMPLETED,1150
411,43,2024-11-24T20:12:57.883-06:00,2024-11-25T04:20:57.883-06:00,MOBILE,TIMEOUT,2749
412,484,2024-12-22T01:31:20.849-06:00,2024-12-22T02:51:20.849-06:00,BROWSER,COMPLETED,1582
413,305,2024-11-28T14:18:14.539-06:00,2024-11-28T17:34:14.539-06:00,MOBILE,ABORTED,4242
414,300,2024-09-29T03:34:31.980-06:00,2024-09-29T09:44:31.980-06:00,MOBILE,ABORTED,1680
415,225,2024-10-11T15:19:43.343-06:00,2024-10-11T22:39:43.343-06:00,MOBILE,TIMEOUT,4498
416,359,2024-09-30T08:16:14.339-06:00,2024-09-30T14:20:14.339-06:00,BROWSER,COMPLETED,864
417,43,2024-12-08T08:50:11.568-06:00,2024-12-08T09:13:11.568-06:00,BROWSER,COMPLETED,3917
418,367,2024-12-03T16:49:35.233-06:00,2024-12-04T01:40:35.233-06:00,MOBILE,ABORTED,2657
419,471,2024-11-18T16:17:30.200-06:00,2024-11-18T22:37:30.200-06:00,MOBILE,TIMEOUT,4807
420,206,2024-12-08T23:00:30.660-06:00,2024-12-09T01:34:30.660-06:00,BROWSER,TIMEOUT,4695
421,218,2024-11-09T10:12:50.090-06:00,2024-11-09T15:37:50.090-06:00,BROWSER,TIMEOUT,3767
422,244,2024-11-28T04:16:59.750-06:00,2024-11-28T11:37:59.750-06:00,BROWSER,ABORTED,4455
423,362,2024-11-22T14:05:19.385-06:00,2024-11-22T15:13:19.385-06:00,MOBILE,ABORTED,158
424,311,2024-03-03T23:59:33.889-06:00,2024-03-04T05:51:33.889-06:00,MOBILE,COMPLETED,2153
425,199,2024-08-26T05:46:29.124-06:00,2024-08-26T11:33:29.124-06:00,BROWSER,TIMEOUT,4436
426,437,2024-11-27T14:20:12.839-06:00,2024-11-27T20:30:12.839-06:00,MOBILE,TIMEOUT,3815
427,378,2024-07-01T00:19:34.674-06:00,2024-07-01T09:21:34.674-06:00,BROWSER,COMPLETED,1502
428,368,2024-06-04T04:59:46.154-06:00,2024-06-04T05:43:46.154-06:00,BROWSER,COMPLETED,2152
429,251,2024-04-12T12:13:15.440-06:00,2024-04-12T20:20:15.440-06:00,MOBILE,ABORTED,170
430,186,2024-01-26T02:49:47.746-06:00,2024-01-26T08:09:47.746-06:00,BROWSER,COMPLETED,142
431,222,2024-12-26T15:17:33.818-06:00,2024-12-26T23:04:33.818-06:00,BROWSER,COMPLETED,4503
432,399,2024-09-15T07:20:28.008-06:00,2024-09-15T08:31:28.008-06:00,MOBILE,ABORTED,326
433,264,2024-08-09T22:10:02.641-06:00,2024-08-10T02:13:02.641-06:00,MOBILE,ABORTED,2252
434,253,2024-12-09T08:46:40.404-06:00,2024-12-09T18:31:40.404-06:00,BROWSER,ABORTED,4186
435,192,2024-03-23T17:35:23.617-06:00,2024-03-24T03:18:23.617-06:00,BROWSER,ABORTED,1029
436,70,2024-01-16T20:00:08.323-06:00,2024-01-17T05:46:08.323-06:00,MOBILE,ABORTED,4220
437,168,2024-09-17T17:25:58.679-06:00,2024-09-17T21:37:58.679-06:00,MOBILE,COMPLETED,4101
438,244,2024-12-15T03:03:13.260-06:00,2024-12-15T12:27:13.260-06:00,BROWSER,TIMEOUT,1845
439,112,2024-09-05T01:05:59.285-06:00,2024-09-05T08:57:59.285-06:00,MOBILE,COMPLETED,2839
440,349,2024-05-16T12:45:06.310-06:00,2024-05-16T21:41:06.310-06:00,BROWSER,COMPLETED,4153
441,500,2024-12-14T08:03:29.857-06:00,2024-12-14T13:03:29.857-06:00,BROWSER,TIMEOUT,2378
442,402,2024-10-21T10:27:59.742-06:00,2024-10-21T17:49:59.742-06:00,MOBILE,ABORTED,4919
443,427,2024-10-09T01:44:29.302-06:00,2024-10-09T07:59:29.302-06:00,MOBILE,ABORTED,3357
444,107,2024-11-03T21:47:39.193-06:00,2024-11-03T22:39:39.193-06:00,MOBILE,TIMEOUT,2859
445,491,2024-06-27T03:29:52.432-06:00,2024-06-27T08:14:52.432-06:00,BROWSER,COMPLETED,4258
446,480,2024-11-25T14:31:35.863-06:00,2024-11-25T15:40:35.863-06:00,MOBILE,COMPLETED,1640
447,355,2024-11-22T14:37:29.169-06:00,2024-11-22T17:29:29.169-06:00,MOBILE,COMPLETED,4318
448,118,2024-12-30T03:00:56.143-06:00,2024-12-30T11:09:56.143-06:00,BROWSER,ABORTED,4914
449,479,2024-03-04T04:39:10.871-06:00,2024-03-04T10:19:10.871-06:00,BROWSER,TIMEOUT,1758
450,130,2024-02-04T15:16:33.996-06:00,2024-02-04T22:35:33.996-06:00,BROWSER,ABORTED,3924
451,404,2024-02-02T18:44:54.784-06:00,2024-02-03T03:14:54.784-06:00,BROWSER,TIMEOUT,3262
452,290,2024-12-05T02:01:54.565-06:00,2024-12-05T07:04:54.565-06:00,BROWSER,TIMEOUT,4050
453,375,2024-12-09T08:41:22.979-06:00,2024-12-09T13:04:22.979-06:00,MOBILE,TIMEOUT,3808
454,471,2024-11-22T02:37:18.305-06:00,2024-11-22T11:13:18.305-06:00,MOBILE,ABORTED,3926
455,322,2024-02-10T10:10:46.429-06:00,2024-02-10T14:30:46.429-06:00,BROWSER,COMPLETED,4594
456,164,2024-12-17T01:30:18.384-06:00,2024-12-17T10:24:18.384-06:00,BROWSER,ABORTED,4505
457,82,2024-12-10T02:58:34.164-06:00,2024-12-10T12:01:34.164-06:00,MOBILE,COMPLETED,246
458,206,2024-12-30T14:08:02.523-06:00,2024-12-30T23:20:02.523-06:00,BROWSER,TIMEOUT,2579
459,27,2024-01-13T02:27:27.312-06:00,2024-01-13T07:31:27.312-06:00,BROWSER,ABORTED,528
460,172,2024-01-25T17:03:47.415-06:00,2024-01-26T02:26:47.415-06:00,MOBILE,TIMEOUT,829
461,83,2024-11-05T00:07:51.574-06:00,2024-11-05T04:12:51.574-06:00,MOBILE,ABORTED,4963
462,209,2024-12-18T08:37:50.224-06:00,2024-12-18T12:34:50.224-06:00,MOBILE,TIMEOUT,3830
463,78,2024-08-09T16:13:29.644-06:00,2024-08-09T19:09:29.644-06:00,MOBILE,ABORTED,888
464,244,2024-12-26T08:28:44.728-06:00,2024-12-26T09:43:44.728-06:00,BROWSER,ABORTED,538
465,400,2024-11-19T19:57:42.197-06:00,2024-11-20T02:31:42.197-06:00,BROWSER,TIMEOUT,626
466,90,2024-01-01T17:22:37.847-06:00,2024-01-02T01:28:37.847-06:00,BROWSER,TIMEOUT,930
467,347,2024-02-15T14:17:32.306-06:00,2024-02-15T16:03:32.306-06:00,BROWSER,TIMEOUT,2193
468,77,2024-07-28T02:42:12.430-06:00,2024-07-28T05:28:12.430-06:00,BROWSER,TIMEOUT,3316
469,213,2024-09-20T00:55:37.171-06:00,2024-09-20T09:58:37.171-06:00,MOBILE,ABORTED,1723
470,337,2024-09-04T09:25:55.423-06:00,2024-09-04T14:36:55.423-06:00,MOBILE,TIMEOUT,3824
471,250,2024-06-03T18:22:33.581-06:00,2024-06-03T22:51:33.581-06:00,BROWSER,ABORTED,3215
472,489,2024-09-24T21:52:31.936-06:00,2024-09-25T00:08:31.936-06:00,MOBILE,COMPLETED,2590
473,437,2024-12-03T19:44:44.277-06:00,2024-12-04T03:27:44.277-06:00,MOBILE,ABORTED,1955
474,319,2024-09-19T10:36:57.668-06:00,2024-09-19T19:26:57.668-06:00,BROWSER,TIMEOUT,3047
475,424,2024-05-03T14:03:55.344-06:00,2024-05-03T14:39:55.344-06:00,MOBILE,COMPLETED,666
476,12,2024-08-08T05:25:30.546-06:00,2024-08-08T06:59:30.546-06:00,MOBILE,ABORTED,1759
477,247,2024-09-05T21:54:58.722-06:00,2024-09-06T05:38:58.722-06:00,MOBILE,TIMEOUT,1070
478,323,2024-11-27T14:43:18.099-06:00,2024-11-27T20:28:18.099-06:00,BROWSER,ABORTED,4475
479,59,2024-12-27T11:22:22.862-06:00,2024-12-27T20:38:22.862-06:00,BROWSER,ABORTED,4794
480,371,2024-07-22T02:58:34.522-06:00,2024-07-22T03:48:34.522-06:00,MOBILE,TIMEOUT,316
481,433,2024-10-15T04:54:48.977-06:00,2024-10-15T09:43:48.977-06:00,BROWSER,ABORTED,4009
482,365,2024-11-14T05:57:59.443-06:00,2024-11-14T09:54:59.443-06:00,BROWSER,COMPLETED,3974
483,109,2024-10-21T21:26:41.463-06:00,2024-10-22T07:01:41.463-06:00,BROWSER,COMPLETED,3243
484,267,2024-04-25T06:51:47.599-06:00,2024-04-25T11:43:47.599-06:00,MOBILE,ABORTED,3714
